Entity	Relation	Value	Iteration of Promotion	Probability	Source	Candidate Source
concept:glycerol-3-phosphate#SPACE#dehydrogenase#SPACE#[NAD(P)+]#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yfbW	generalizations	concept:gene		1.0		
concept:insO	generalizations	concept:gene		1.0		
concept:nohB	generalizations	concept:gene		1.0		
concept:yehW	generalizations	concept:gene		1.0		
concept:ubiH	generalizations	concept:gene		1.0		
concept:yhbY	generalizations	concept:gene		1.0		
concept:tyrosine#SPACE#biosynthetic#SPACE#process#SPACE#from#SPACE#chorismate#SPACE#via#SPACE#4-hydroxyphenylpyruvate	generalizations	concept:biological_process		1.0		
concept:dhaR	generalizations	concept:gene		1.0		
concept:fdnH	generalizations	concept:gene		1.0		
concept:chbA	generalizations	concept:gene		1.0		
concept:GMP#SPACE#salvage	generalizations	concept:biological_process		1.0		
concept:yqaD	generalizations	concept:gene		1.0		
concept:glpB	generalizations	concept:gene		1.0		
concept:torS	generalizations	concept:gene		1.0		
concept:gcvR	generalizations	concept:gene		1.0		
concept:yhaI	generalizations	concept:gene		1.0		
concept:lysine#SPACE#biosynthetic#SPACE#process#SPACE#via#SPACE#aminoadipic#SPACE#acid	generalizations	concept:biological_process		1.0		
concept:sohB	generalizations	concept:gene		1.0		
concept:plasma#SPACE#membrane#SPACE#protein#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:Mo(VI)-molybdopterin#SPACE#cytosine#SPACE#dinucleotide#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:plasma#SPACE#membrane	generalizations	concept:cellular_component		1.0		
concept:cdh	generalizations	concept:gene		1.0		
concept:serine#SPACE#O-acetyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ybfB	generalizations	concept:gene		1.0		
concept:serine#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:neutral#SPACE#amino#SPACE#acid#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ybeF	generalizations	concept:gene		1.0		
concept:atoA	generalizations	concept:gene		1.0		
concept:yfhB	generalizations	concept:gene		1.0		
concept:DNA#SPACE#clamp#SPACE#loader#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:deoxyribodipyrimidine#SPACE#photo-lyase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:opgG	generalizations	concept:gene		1.0		
concept:integral#SPACE#component#SPACE#of#SPACE#membrane	generalizations	concept:cellular_component		1.0		
concept:yeiP	generalizations	concept:gene		1.0		
concept:ydhF	generalizations	concept:gene		1.0		
concept:mdtI	generalizations	concept:gene		1.0		
concept:yihL	generalizations	concept:gene		1.0		
concept:trehalose#SPACE#metabolism#SPACE#in#SPACE#response#SPACE#to#SPACE#cold#SPACE#stress	generalizations	concept:biological_process		1.0		
concept:carnitine-CoA#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:glutamate#SPACE#dehydrogenase#SPACE#(NAD+)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ylcH	generalizations	concept:gene		1.0		
concept:porin#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:N-terminal#SPACE#peptidyl-alanine#SPACE#acetylation	generalizations	concept:biological_process		1.0		
concept:yqeH	generalizations	concept:gene		1.0		
concept:glycerol-3-phosphate#SPACE#dehydrogenase#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:hexose#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine#SPACE#O-acyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:folK	generalizations	concept:gene		1.0		
concept:fetB	generalizations	concept:gene		1.0		
concept:moeB	generalizations	concept:gene		1.0		
concept:response#SPACE#to#SPACE#drug	generalizations	concept:biological_process		1.0		
concept:threonine#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:hcaE	generalizations	concept:gene		1.0		
concept:caiT	generalizations	concept:gene		1.0		
concept:(R)-2-hydroxyglutarate#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nicotinamide-nucleotide#SPACE#adenylyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:peptide#SPACE#alpha-N-acetyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:triglyceride#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:anion#SPACE#channel#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ypeA	generalizations	concept:gene		1.0		
concept:translation#SPACE#regulator#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:glnL	generalizations	concept:gene		1.0		
concept:chorismate#SPACE#mutase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:anthranilate#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:metal#SPACE#ion#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:ptsH	generalizations	concept:gene		1.0		
concept:protein-phosphocysteine-N-acetylglucosamine#SPACE#phosphotransferase#SPACE#system#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:fur	generalizations	concept:gene		1.0		
concept:ygeY	generalizations	concept:gene		1.0		
concept:rpiB	generalizations	concept:gene		1.0		
concept:ygaR	generalizations	concept:gene		1.0		
concept:yciC	generalizations	concept:gene		1.0		
concept:cobU	generalizations	concept:gene		1.0		
concept:flgE	generalizations	concept:gene		1.0		
concept:ycbC	generalizations	concept:gene		1.0		
concept:ymgG	generalizations	concept:gene		1.0		
concept:peptide-lysine-N-acetyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:acetyl-CoA#SPACE#C-acetyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:pcm	generalizations	concept:gene		1.0		
concept:peptidoglycan#SPACE#glycosyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ethanolamine#SPACE#degradation#SPACE#polyhedral#SPACE#organelle	generalizations	concept:cellular_component		1.0		
concept:protein#SPACE#self-association	generalizations	concept:molecular_function		1.0		
concept:pqiC	generalizations	concept:gene		1.0		
concept:gspA	generalizations	concept:gene		1.0		
concept:rcbA	generalizations	concept:gene		1.0		
concept:molybdenum#SPACE#cofactor#SPACE#guanylyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ymfO	generalizations	concept:gene		1.0		
concept:yfeK	generalizations	concept:gene		1.0		
concept:protein#SPACE#maturation#SPACE#by#SPACE#iron-sulfur#SPACE#cluster#SPACE#transfer	generalizations	concept:biological_process		1.0		
concept:rhaR	generalizations	concept:gene		1.0		
concept:cell#SPACE#division	generalizations	concept:biological_process		1.0		
concept:dihydroxy-acid#SPACE#dehydratase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yhcG	generalizations	concept:gene		1.0		
concept:5'-3'#SPACE#exonuclease#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:leucine-tRNA#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:mtfA	generalizations	concept:gene		1.0		
concept:phosphorus#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:cysB	generalizations	concept:gene		1.0		
concept:DNA#SPACE#binding#SPACE#transcription#SPACE#factor#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ygdQ	generalizations	concept:gene		1.0		
concept:pyridoxal#SPACE#phosphatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yfiN	generalizations	concept:gene		1.0		
concept:oxalyl-CoA#SPACE#decarboxylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ymfP	generalizations	concept:gene		1.0		
concept:proton#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:copper#SPACE#ion#SPACE#export	generalizations	concept:biological_process		1.0		
concept:positive#SPACE#regulation#SPACE#of#SPACE#tryptophan#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:queD	generalizations	concept:gene		1.0		
concept:S-methylmethionine#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:chrR	generalizations	concept:gene		1.0		
concept:alaE	generalizations	concept:gene		1.0		
concept:ygiL	generalizations	concept:gene		1.0		
concept:iron-sulfur#SPACE#cluster#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:biotin-[acetyl-CoA-carboxylase]#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tisA	generalizations	concept:gene		1.0		
concept:ncRNA#SPACE#processing	generalizations	concept:biological_process		1.0		
concept:ydhT	generalizations	concept:gene		1.0		
concept:asparagine-tRNA#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:chaperone-mediated#SPACE#protein#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:chpA	generalizations	concept:gene		1.0		
concept:protein#SPACE#peptidyl-prolyl#SPACE#isomerization	generalizations	concept:biological_process		1.0		
concept:fumarate#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:glutamine#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:propionate#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ribosome#SPACE#biogenesis	generalizations	concept:biological_process		1.0		
concept:ybjN	generalizations	concept:gene		1.0		
concept:yfhA	generalizations	concept:gene		1.0		
concept:recD	generalizations	concept:gene		1.0		
concept:replication#SPACE#fork#SPACE#processing	generalizations	concept:biological_process		1.0		
concept:spermidine#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:beta-alanine#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:yfeD	generalizations	concept:gene		1.0		
concept:xerC	generalizations	concept:gene		1.0		
concept:dppD	generalizations	concept:gene		1.0		
concept:moaD	generalizations	concept:gene		1.0		
concept:ompW	generalizations	concept:gene		1.0		
concept:cytolysis	generalizations	concept:biological_process		1.0		
concept:cysG	generalizations	concept:gene		1.0		
concept:molR	generalizations	concept:gene		1.0		
concept:yafQ	generalizations	concept:gene		1.0		
concept:tRNA#SPACE#adenylyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:insD-3	generalizations	concept:gene		1.0		
concept:dtpC	generalizations	concept:gene		1.0		
concept:nrfC	generalizations	concept:gene		1.0		
concept:intrinsic#SPACE#component#SPACE#of#SPACE#periplasmic#SPACE#side#SPACE#of#SPACE#cell#SPACE#outer#SPACE#membrane	generalizations	concept:cellular_component		1.0		
concept:Phleomycin	generalizations	concept:antibiotic		1.0		
concept:protein-heme#SPACE#linkage	generalizations	concept:biological_process		1.0		
concept:nucleoside#SPACE#diphosphate#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yggT	generalizations	concept:gene		1.0		
concept:L-aspartate#SPACE#oxidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:mreD	generalizations	concept:gene		1.0		
concept:DNA#SPACE#supercoiling#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yqjF	generalizations	concept:gene		1.0		
concept:methylation	generalizations	concept:biological_process		1.0		
concept:ygjI	generalizations	concept:gene		1.0		
concept:rutR	generalizations	concept:gene		1.0		
concept:araB	generalizations	concept:gene		1.0		
concept:xanthine#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:beta-galactosidase#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:leucine#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:rdgC	generalizations	concept:gene		1.0		
concept:hemolysis#SPACE#in#SPACE#other#SPACE#organism	generalizations	concept:biological_process		1.0		
concept:nuoC	generalizations	concept:gene		1.0		
concept:slmA	generalizations	concept:gene		1.0		
concept:Thiolactomycin	generalizations	concept:antibiotic		1.0		
concept:trehalose-phosphatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ligand-gated#SPACE#channel#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:lactate#SPACE#oxidation	generalizations	concept:biological_process		1.0		
concept:yeeE	generalizations	concept:gene		1.0		
concept:gpmM	generalizations	concept:gene		1.0		
concept:gadE	generalizations	concept:gene		1.0		
concept:lipA	generalizations	concept:gene		1.0		
concept:ysaA	generalizations	concept:gene		1.0		
concept:acetolactate#SPACE#synthase#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:fecI	generalizations	concept:gene		1.0		
concept:rplS	generalizations	concept:gene		1.0		
concept:ybiH	generalizations	concept:gene		1.0		
concept:yfcO	generalizations	concept:gene		1.0		
concept:dgcJ	generalizations	concept:gene		1.0		
concept:peptide-serine-N-acetyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:UDP#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:cbpA	generalizations	concept:gene		1.0		
concept:RNA-DNA#SPACE#hybrid#SPACE#ribonuclease#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:htpX	generalizations	concept:gene		1.0		
concept:argC	generalizations	concept:gene		1.0		
concept:4-acetamido-4#COMMA#6-dideoxy-D-galactose#SPACE#transferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:pdeG	generalizations	concept:gene		1.0		
concept:eutA	generalizations	concept:gene		1.0		
concept:miaA	generalizations	concept:gene		1.0		
concept:yraL	generalizations	concept:gene		1.0		
concept:atpC	generalizations	concept:gene		1.0		
concept:php	generalizations	concept:gene		1.0		
concept:rluA	generalizations	concept:gene		1.0		
concept:yjhV	generalizations	concept:gene		1.0		
concept:D-galactonate#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:waaZ	generalizations	concept:gene		1.0		
concept:yciS	generalizations	concept:gene		1.0		
concept:ydfU	generalizations	concept:gene		1.0		
