Entity	Relation	Value	Iteration of Promotion	Probability	Source	Candidate Source
concept:yhjC	generalizations	concept:gene		1.0		
concept:lplA	generalizations	concept:gene		1.0		
concept:UDP#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:alsE	generalizations	concept:gene		1.0		
concept:rplV	generalizations	concept:gene		1.0		
concept:phoR	generalizations	concept:gene		1.0		
concept:nicotinamide-nucleotide#SPACE#adenylyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:gadE	generalizations	concept:gene		1.0		
concept:yhhS	generalizations	concept:gene		1.0		
concept:yqgE	generalizations	concept:gene		1.0		
concept:DNA-7-methylguanine#SPACE#glycosylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:hemX	generalizations	concept:gene		1.0		
concept:waaA	generalizations	concept:gene		1.0		
concept:manganese#SPACE#ion#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:carbohydrate#SPACE#derivative#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:C-5#SPACE#methylation#SPACE#of#SPACE#cytosine	generalizations	concept:biological_process		1.0		
concept:nicotinate-nucleotide#SPACE#adenylyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:removal#SPACE#of#SPACE#superoxide#SPACE#radicals	generalizations	concept:biological_process		1.0		
concept:fliM	generalizations	concept:gene		1.0		
concept:gltB	generalizations	concept:gene		1.0		
concept:yobB	generalizations	concept:gene		1.0		
concept:nrdF	generalizations	concept:gene		1.0		
concept:amn	generalizations	concept:gene		1.0		
concept:monosaccharide#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yjbL	generalizations	concept:gene		1.0		
concept:lafU	generalizations	concept:gene		1.0		
concept:lactoylglutathione#SPACE#lyase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:DNA#SPACE#polymerase#SPACE#III#COMMA##SPACE#clamp#SPACE#loader#SPACE#chi/psi#SPACE#subcomplex	generalizations	concept:cellular_component		1.0		
concept:positive#SPACE#chemotaxis	generalizations	concept:biological_process		1.0		
concept:gadB	generalizations	concept:gene		1.0		
concept:cellular#SPACE#response#SPACE#to#SPACE#pH	generalizations	concept:biological_process		1.0		
concept:glycerol-3-phosphate#SPACE#dehydrogenase#SPACE#[NAD(P)+]#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:divalent#SPACE#inorganic#SPACE#cation#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:phosphatidylethanolamine#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:yfcM	generalizations	concept:gene		1.0		
concept:isovaleryl-CoA#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:smpA	generalizations	concept:gene		1.0		
concept:adenylate#SPACE#cyclase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yhaL	generalizations	concept:gene		1.0		
concept:msrC	generalizations	concept:gene		1.0		
concept:phnH	generalizations	concept:gene		1.0		
concept:lptA	generalizations	concept:gene		1.0		
concept:xanQ	generalizations	concept:gene		1.0		
concept:alaE	generalizations	concept:gene		1.0		
concept:translation#SPACE#elongation#SPACE#factor#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:fabR	generalizations	concept:gene		1.0		
concept:protein#SPACE#kinase#SPACE#activator#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yieL	generalizations	concept:gene		1.0		
concept:hydroxyethylthiazole#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:protein-phosphocysteine-D-fructose-phosphotransferase#SPACE#system#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:rfaC	generalizations	concept:gene		1.0		
concept:replication#SPACE#fork#SPACE#reversal	generalizations	concept:biological_process		1.0		
concept:frc	generalizations	concept:gene		1.0		
concept:ddpD	generalizations	concept:gene		1.0		
concept:yedP	generalizations	concept:gene		1.0		
concept:4-phosphoerythronate#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:higA	generalizations	concept:gene		1.0		
concept:galactoside#SPACE#O-acetyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:iadA	generalizations	concept:gene		1.0		
concept:yigB	generalizations	concept:gene		1.0		
concept:anmK	generalizations	concept:gene		1.0		
concept:rpsI	generalizations	concept:gene		1.0		
concept:rzpR	generalizations	concept:gene		1.0		
concept:menE	generalizations	concept:gene		1.0		
concept:dsdC	generalizations	concept:gene		1.0		
concept:yhiK	generalizations	concept:gene		1.0		
concept:lysR	generalizations	concept:gene		1.0		
concept:ornithine#SPACE#decarboxylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:appB	generalizations	concept:gene		1.0		
concept:psuG	generalizations	concept:gene		1.0		
concept:ydeI	generalizations	concept:gene		1.0		
concept:2-succinyl-6-hydroxy-2#COMMA#4-cyclohexadiene-1-carboxylate#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:fructose#SPACE#6-phosphate#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:sucC	generalizations	concept:gene		1.0		
concept:D-serine#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:arginyl-tRNA#SPACE#aminoacylation	generalizations	concept:biological_process		1.0		
concept:Capreomycin	generalizations	concept:antibiotic		1.0		
concept:tdk	generalizations	concept:gene		1.0		
concept:cAMP#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:oxidative#SPACE#single-stranded#SPACE#RNA#SPACE#demethylation	generalizations	concept:biological_process		1.0		
concept:trpR	generalizations	concept:gene		1.0		
concept:pyridoxal#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yhhL	generalizations	concept:gene		1.0		
concept:protein-phosphocysteine-galactitol-phosphotransferase#SPACE#system#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tfaR	generalizations	concept:gene		1.0		
concept:gluconate#SPACE#2-dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:hcr	generalizations	concept:gene		1.0		
concept:superoxide#SPACE#dismutase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tktA	generalizations	concept:gene		1.0		
concept:racemase#SPACE#and#SPACE#epimerase#SPACE#activity#COMMA##SPACE#acting#SPACE#on#SPACE#amino#SPACE#acids#SPACE#and#SPACE#derivatives	generalizations	concept:molecular_function		1.0		
concept:ynfC	generalizations	concept:gene		1.0		
concept:pilus#SPACE#organization	generalizations	concept:biological_process		1.0		
concept:1-deoxy-D-xylulose-5-phosphate#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ycgH	generalizations	concept:gene		1.0		
concept:tRNA#SPACE#3'-trailer#SPACE#cleavage#COMMA##SPACE#endonucleolytic	generalizations	concept:biological_process		1.0		
concept:agmatinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:fumE	generalizations	concept:gene		1.0		
concept:lpoB	generalizations	concept:gene		1.0		
concept:ddpX	generalizations	concept:gene		1.0		
concept:xdhA	generalizations	concept:gene		1.0		
concept:ompA	generalizations	concept:gene		1.0		
concept:potassium#SEMICOLON#proton#SPACE#antiporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:plasmid#SPACE#partitioning	generalizations	concept:biological_process		1.0		
concept:malM	generalizations	concept:gene		1.0		
concept:yabP	generalizations	concept:gene		1.0		
concept:ycbS	generalizations	concept:gene		1.0		
concept:tagaturonate#SPACE#reductase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:pntA	generalizations	concept:gene		1.0		
concept:yfbU	generalizations	concept:gene		1.0		
concept:glnS	generalizations	concept:gene		1.0		
concept:yddV	generalizations	concept:gene		1.0		
concept:putrescine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yfiN	generalizations	concept:gene		1.0		
concept:GDP-L-fucose#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:mdtH	generalizations	concept:gene		1.0		
concept:carnitine-CoA#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yjgI	generalizations	concept:gene		1.0		
concept:hofC	generalizations	concept:gene		1.0		
concept:lsrA	generalizations	concept:gene		1.0		
concept:ispB	generalizations	concept:gene		1.0		
concept:ggt	generalizations	concept:gene		1.0		
concept:yqeG	generalizations	concept:gene		1.0		
concept:Penicillin#SPACE#G	generalizations	concept:antibiotic		1.0		
concept:epmC	generalizations	concept:gene		1.0		
concept:yhaM	generalizations	concept:gene		1.0		
concept:yicN	generalizations	concept:gene		1.0		
concept:ymgE	generalizations	concept:gene		1.0		
concept:leucyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:emrA	generalizations	concept:gene		1.0		
concept:amino#SPACE#acid#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:fliI	generalizations	concept:gene		1.0		
concept:murein#SPACE#tripeptide#SPACE#carboxypeptidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:cofactor#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:paoD	generalizations	concept:gene		1.0		
concept:drug#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nikC	generalizations	concept:gene		1.0		
concept:ygiT	generalizations	concept:gene		1.0		
concept:fes	generalizations	concept:gene		1.0		
concept:carA	generalizations	concept:gene		1.0		
concept:gamma-glutamyl-gamma-aminobutyrate#SPACE#hydrolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:topA	generalizations	concept:gene		1.0		
concept:ferrous#SPACE#iron#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:prpB	generalizations	concept:gene		1.0		
concept:regulation#SPACE#of#SPACE#tryptophan#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:choline#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:grxA	generalizations	concept:gene		1.0		
concept:der	generalizations	concept:gene		1.0		
concept:geranyl#SPACE#diphosphate#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:proline#SEMICOLON#sodium#SPACE#symporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ygeL	generalizations	concept:gene		1.0		
concept:yaaJ	generalizations	concept:gene		1.0		
concept:bis(5'-nucleosyl)-tetraphosphatase#SPACE#(symmetrical)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:hupA	generalizations	concept:gene		1.0		
concept:bacterial-type#SPACE#RNA#SPACE#polymerase#SPACE#regulatory#SPACE#region#SPACE#DNA#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:carbohydrate#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:trxC	generalizations	concept:gene		1.0		
concept:phenylacetaldehyde#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:rhamnose#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:16S#SPACE#rRNA#SPACE#(guanine(966)-N(2))-methyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:flgD	generalizations	concept:gene		1.0		
concept:puuE	generalizations	concept:gene		1.0		
concept:yqaD	generalizations	concept:gene		1.0		
concept:nucleotide#SPACE#phosphorylation	generalizations	concept:biological_process		1.0		
concept:glycolate#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yifK	generalizations	concept:gene		1.0		
concept:sdaB	generalizations	concept:gene		1.0		
concept:yhdY	generalizations	concept:gene		1.0		
concept:allose#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:N-acetylglucosamine#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:cytoplasmic#SPACE#side#SPACE#of#SPACE#plasma#SPACE#membrane	generalizations	concept:cellular_component		1.0		
concept:wcaB	generalizations	concept:gene		1.0		
concept:response#SPACE#to#SPACE#radiation	generalizations	concept:biological_process		1.0		
concept:sequence-specific#SPACE#double-stranded#SPACE#DNA#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:molybdopterin#SPACE#adenylyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:uvrD	generalizations	concept:gene		1.0		
concept:dppD	generalizations	concept:gene		1.0		
concept:DNA#SPACE#primase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:uxuB	generalizations	concept:gene		1.0		
concept:UDP-3-O-acyl-N-acetylglucosamine#SPACE#deacetylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yeeA	generalizations	concept:gene		1.0		
concept:fumarate#SPACE#hydratase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yfeA	generalizations	concept:gene		1.0		
concept:yqiG	generalizations	concept:gene		1.0		
concept:araA	generalizations	concept:gene		1.0		
concept:1-ethyladenine#SPACE#demethylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:cybB	generalizations	concept:gene		1.0		
concept:ghxQ	generalizations	concept:gene		1.0		
concept:gpmA	generalizations	concept:gene		1.0		
concept:enzyme#SPACE#active#SPACE#site#SPACE#formation	generalizations	concept:biological_process		1.0		
concept:iclR	generalizations	concept:gene		1.0		
concept:isoleucine#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:ygdD	generalizations	concept:gene		1.0		
concept:peptide#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:nagD	generalizations	concept:gene		1.0		
concept:succinate-CoA#SPACE#ligase#SPACE#complex#SPACE#(ADP-forming)	generalizations	concept:cellular_component		1.0		
concept:succinate#SPACE#dehydrogenase#SPACE#(ubiquinone)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:rRNA#SPACE#(uridine)#SPACE#methyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:DNA-templated#SPACE#transcription#COMMA##SPACE#initiation	generalizations	concept:biological_process		1.0		
concept:gntX	generalizations	concept:gene		1.0		
concept:cellular#SPACE#response#SPACE#to#SPACE#starvation	generalizations	concept:biological_process		1.0		
